n_cells,replicate,window_width,estimated_midpoint,error
96,91,1,19.29992359991381,-0.7000764000861892
96,91,5,18.44870737097707,-1.5512926290229316
96,91,9,18.07420680398869,-1.925793196011309
96,92,1,19.203328095749736,-0.7966719042502639
96,92,5,18.26437619280428,-1.7356238071957186
96,92,9,17.94511848001347,-2.0548815199865302
96,93,1,19.14545733127252,-0.8545426687274791
96,93,5,18.20489998854652,-1.7951000114534814
96,93,9,17.858497873473357,-2.1415021265266425
96,94,1,19.603596506699176,-0.3964034933008236
96,94,5,18.57555982189024,-1.4244401781097586
96,94,9,18.15857814698036,-1.8414218530196393
96,95,1,19.551006566474214,-0.4489934335257857
96,95,5,18.7187333123608,-1.2812666876391994
96,95,9,18.369082004881275,-1.6309179951187254
96,96,1,19.359991616371108,-0.6400083836288921
96,96,5,18.410412375349885,-1.5895876246501146
96,96,9,18.00197172579437,-1.9980282742056303
96,97,1,19.7525276260696,-0.24747237393039967
96,97,5,18.661765765546946,-1.3382342344530542
96,97,9,18.273209336119926,-1.7267906638800739
96,98,1,19.434186252970132,-0.5658137470298676
96,98,5,18.3558189933059,-1.644181006694101
96,98,9,17.959612736440846,-2.040387263559154
96,99,1,19.437352509278405,-0.562647490721595
96,99,5,18.39911763011544,-1.600882369884559
96,99,9,18.003597225908653,-1.9964027740913473
