subject,file,region,block,direction,direction_traversal,global_traversal,map_similarity,subsample_q025,subsample_q975,is_late_reference_traversal,n_cells_available,n_cells_equalized,duration_seconds,moving_speed_mean,moving_speed_median,moving_sample_fraction
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,1,1,-0.0366187589155748,-0.03661875891557483,-0.03661875891557477,False,11,11,11.340047333333132,17.243480700746698,8.003864764716932,0.5547703180212014
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,2,3,0.09905079927564785,0.09905079927564782,0.09905079927564787,False,11,11,7.047368571428706,19.48670126677177,12.371251261900557,0.6404494382022472
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,3,5,0.2594538921207673,0.25945389212076725,0.2594538921207676,False,11,11,23.142555714285663,17.366925372312053,6.821043842990839,0.28324697754749567
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,4,7,0.1217132753681767,0.12171327536817658,0.12171327536817675,False,11,11,16.28552380952351,16.839754311579846,6.8162040211325206,0.4034229828850856
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,5,9,0.17876411729264105,0.17876411729264094,0.17876411729264116,False,11,11,17.78990533333399,17.827967580205353,6.413190889118473,0.35874439461883406
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,6,11,0.21335554499503037,0.21335554499503015,0.21335554499503062,False,11,11,22.108283999999912,21.593058592013136,22.361841399721122,0.22382671480144403
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,7,13,0.06574289263983486,0.06574289263983482,0.0657428926398349,False,11,11,20.54466870588203,12.012043209077392,8.780482396405777,0.4591439688715953
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,8,15,0.20222677191376473,0.20222677191376465,0.20222677191376484,False,11,11,10.709259428571386,20.15004477264774,15.479878952454499,0.5298507462686567
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,9,17,0.23544425199401148,0.2354442519940114,0.23544425199401156,False,11,11,10.434304000000338,21.494520893547822,10.056191974295304,0.4770992366412214
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,10,19,0.31165739577449847,0.3116573957744983,0.3116573957744986,False,11,11,8.875037999999222,23.887602258364748,22.874956094366837,0.5044642857142857
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,11,21,0.16746593009305244,0.16746593009305236,0.16746593009305252,False,11,11,11.061992476191335,20.568655269152828,15.221881231197486,0.48375451263537905
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,12,23,0.07743988922093951,0.07743988922093947,0.07743988922093956,False,11,11,6.035704575163436,30.90940907649348,35.36195720481549,0.5629139072847682
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,13,25,0.2374320571357422,0.23743205713574211,0.2374320571357423,False,11,11,10.834732666666241,19.527598413023686,10.548788171267562,0.5
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,14,27,-0.04819395633770762,-0.04819395633770765,-0.0481939563377076,False,11,11,5.465764857142858,34.63600805444017,43.90223313266152,0.5328467153284672
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,15,29,0.29289155267554473,0.2928915526755446,0.292891552675545,False,11,11,15.323848235294463,22.2412334268532,13.541747771922877,0.3020833333333333
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,16,31,0.24834756279041578,0.24834756279041553,0.24834756279041606,False,11,11,42.618317333333835,17.91834179765073,8.019958093142357,0.14634146341463414
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,17,33,0.1651084084729201,0.16510840847292005,0.16510840847292016,False,11,11,8.010249088435557,28.324055853118846,33.170681370153076,0.44776119402985076
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,18,35,0.21189134890800715,0.21189134890800704,0.21189134890800737,False,11,11,10.229664705881987,24.45779423264304,23.61688222082009,0.38671875
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,19,37,0.29568001246416875,0.29568001246416864,0.2956800124641689,False,11,11,13.552493333333587,14.36075332385111,13.481153458840097,0.5486725663716814
