subject,file,region,block,direction,raw_fit_status,raw_midpoint,behavior_cv_r2,behavior_ridge_alpha,adjusted_fit_status,adjusted_midpoint_usable,adjusted_low,adjusted_amplitude,adjusted_midpoint,adjusted_scale,adjusted_r_squared,adjusted_constant_aic,adjusted_sigmoid_aic,adjusted_delta_aic_sigmoid_minus_constant,adjusted_early_five_mean,adjusted_late_five_mean,adjusted_late_minus_early,adjusted_early_identity_null_q95,adjusted_early_identity_null_p,adjusted_early_spatial_null_q95,adjusted_early_spatial_null_p,adjusted_monotonic_trend_rho,adjusted_monotonic_trend_p,adjusted_n_scores
M03,sub-M03_ses-20240621T100000_behavior+ecephys.nwb,CA3,1,RtoL,unresolved_nonmonotonic_or_weak,1.0000000000000002,-0.09642808286485471,1.0,unresolved_nonmonotonic_or_weak,False,-0.27343386406849224,0.6793011977801485,1.0000000000000002,5.091410423216464,0.5930279187058065,-186.06101370277247,-219.61748416050264,-33.55647045773017,0.12536097275171837,0.46411024222405717,0.3387492694723388,0.09640403466051672,0.0219560878243512,0.1372385245662298,0.0878243512974051,0.6810429880197322,0.001996007984031936,44
M03,sub-M03_ses-20240621T100000_behavior+ecephys.nwb,RSC,1,LtoR,unresolved_nonmonotonic_or_weak,1.000000000000061,-0.11359767302301371,1.0,unresolved_nonmonotonic_or_weak,False,-0.2794468469946442,0.6940475398486428,1.0000000000000002,14.826037440113923,0.6813538453429258,-185.5422759774897,-228.72025904825455,-43.17798307076484,0.09802830094518476,0.36418546210209723,0.26615716115691246,0.06015017260739185,0.0019960079840319,0.04224249392455234,0.0019960079840319,0.8193899124131682,0.001996007984031936,43
M03,sub-M03_ses-20240621T100000_behavior+ecephys.nwb,RSC,1,RtoL,unresolved_nonmonotonic_or_weak,1.0000000000064326,-0.07507834281027437,1.0,unresolved_nonmonotonic_or_weak,False,-0.2788225723316941,0.9856456697612689,1.0000000000050795,25.501028175654227,0.5959241488330405,-176.4614925143448,-210.33220991649222,-33.87071740214742,0.22980928469155665,0.5930603147096647,0.36325103001810805,0.08458478551772514,0.0019960079840319,0.07308966895370574,0.0019960079840319,0.7654686398872445,0.001996007984031936,44
M03,sub-M03_ses-20240622T100000_behavior+ecephys.nwb,CA1,1,LtoR,detectable_transition,28.71424630985557,-0.1592932631890469,1.0,detectable_transition,True,0.15001801400106024,0.16662955607183924,28.46293879323777,0.5000000174620739,0.4669779876613527,-185.3026011469288,-206.3578810859862,-21.055279939057414,0.13306359813932697,0.3092629200665688,0.17619932192724183,0.09460568750931492,0.0059880239520958,0.09064098305593032,0.0139720558882235,0.6768347931138629,0.001996007984031936,43
M03,sub-M03_ses-20240622T100000_behavior+ecephys.nwb,CA1,1,RtoL,unresolved_nonmonotonic_or_weak,45.99999992873452,0.0917239121090263,1.0,detectable_transition,True,-0.19084969680406463,0.7327555654328297,6.200894201290569,29.99999999994005,0.3632964754458877,-192.0178952236643,-206.78464841417443,-14.766753190510116,0.15136784539775078,0.3401150763509941,0.1887472309532433,0.08903206689396538,0.0039920159680638,0.10586967638814088,0.0039920159680638,0.5943262411347517,0.001996007984031936,46
M03,sub-M03_ses-20240622T100000_behavior+ecephys.nwb,CA3,1,LtoR,unresolved_nonmonotonic_or_weak,1.0000000000000022,-0.15381334729537,1.0,detectable_transition,True,0.006625473938585561,0.2608890876217805,7.282224725683923,1.6913684028881772,0.40393585062256765,-175.9361660907832,-192.1846664253673,-16.248500334584122,0.02507239578436461,0.20669678664634042,0.18162439086197582,0.09278615253068394,0.936127744510978,0.07306220933037025,0.3752495009980039,0.4836907278767744,0.001996007984031936,43
M03,sub-M03_ses-20240622T100000_behavior+ecephys.nwb,CA3,1,RtoL,detectable_transition,22.520903545677346,0.05546656435363917,1.0,detectable_transition,True,0.05555628187941544,0.16863053257598795,20.307207576904002,2.2115081854066703,0.4422285993415216,-198.9343305066446,-219.78941003854064,-20.855079531896024,0.06867824098642868,0.14938829636129763,0.08071005537486896,0.06975048550368537,0.059880239520958,0.11150142090458016,0.2954091816367265,0.6022201665124884,0.001996007984031936,46
M03,sub-M03_ses-20240622T100000_behavior+ecephys.nwb,RSC,1,LtoR,detectable_transition,28.37745222462109,0.04174642505830728,1.0,present_from_first_observed_traversals,False,0.17524835026513685,0.07135855022562287,28.3456605374678,0.5000000104129598,0.2932500450164439,-238.0699888669058,-246.99435774935387,-8.924368882448078,0.15588217933626244,0.22083763961342603,0.06495546027716359,0.07737622518563293,0.0019960079840319,0.05239831245961503,0.0019960079840319,0.4059196617336152,0.007984031936127744,43
M03,sub-M03_ses-20240622T100000_behavior+ecephys.nwb,RSC,1,RtoL,unresolved_nonmonotonic_or_weak,1.0000000000000002,-0.25248721083619063,1.0,unresolved_nonmonotonic_or_weak,False,-0.12183903205601722,0.39231211064270644,1.00000000000338,6.870741999227488,0.31760081982227995,-211.76801611518613,-223.3464783877523,-11.578462272566185,0.11691305566209291,0.2281207970642038,0.11120774140211089,0.06047576278122481,0.0019960079840319,0.04359595115194791,0.0019960079840319,0.48159111933395,0.001996007984031936,46
M03,sub-M03_ses-20240623T100000_behavior+ecephys.nwb,CA1,1,LtoR,detectable_transition,30.07495708997929,0.3881875375025069,1.0,detectable_transition,True,0.10123977256320953,0.11675940532958413,11.69663534232175,3.261535852956409,0.37121634967243977,-225.33512603182427,-238.8217836947156,-13.486657662891332,0.11645045579400382,0.22517858689167308,0.10872813109766927,0.10935310656188499,0.0339321357285429,0.08549966194120329,0.0079840319361277,0.58252977878616,0.001996007984031936,42
M03,sub-M03_ses-20240623T100000_behavior+ecephys.nwb,CA1,1,RtoL,detectable_transition,26.66170487415052,-0.23092481459225134,1.0,detectable_transition,True,0.10085802051993503,0.23722730713089796,22.728270439834365,5.717527313777028,0.5249047483798606,-180.8421537923547,-206.10023233597468,-25.258078543619973,0.11357168793317421,0.3072709873078752,0.193699299374701,0.07571335204200089,0.0059880239520958,0.07945576173267438,0.0119760479041916,0.7327607163114821,0.001996007984031936,42
M03,sub-M03_ses-20240623T100000_behavior+ecephys.nwb,CA3,1,LtoR,unresolved_nonmonotonic_or_weak,1.0000000000375204,0.087723475892025,1.0,detectable_transition,True,0.06257420224803159,0.27558872148492497,4.997891471118444,6.02029371117137,0.4688328135803055,-210.69810487906736,-231.27060000087783,-20.572495121810476,0.17644477348981297,0.32763296130657815,0.15118818781676518,0.07566916708008922,0.0019960079840319,0.07380653977927032,0.0019960079840319,0.5963049995948465,0.003992015968063872,42
